project_index,omniclass_element,life_cycle_stage,gwp,ep,ap,sfp,odp,nred
93,Shell - Enclosure,B4-B5,83810.1,25.89,505.55,6798.442,0.000101480381822144,1425691.8
93,Shell - Enclosure,C2-C4,6078.1,2.39,29.47,556.623,1.1013570914316001e-09,95962.90000000001
93,Shell - Enclosure,D,-67404.6,-6.94,-381.95,-3166.306,8.598161739890849e-05,-640168.2
93,Shell - Superstructure,A1-A3,1756417.1,283.8,5908.85,90573.792,-0.00281928828384982,17441960.7
93,Shell - Superstructure,A4,20239.0,8.16,105.39,3387.683,6.9173671818e-10,287000.0
93,Shell - Superstructure,B4-B5,1190.9,0.13,1.8,155.903,6.183041129100001e-07,17798.4
93,Shell - Superstructure,C2-C4,115655.5,34.019999999999996,459.06,8281.972,1.6330250611079e-08,1419412.6
93,Shell - Superstructure,D,-264426.6,-20.25,-506.4,-6461.806,0.00190385285186319,-2506450.0
93,Substructure,A1-A3,579576.3,102.17,1988.75,32037.778,-0.001361660239066,5883035.1
93,Substructure,A4,7297.599999999999,2.75,33.81,1117.369,2.4993828400000004e-10,103583.9
93,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
93,Substructure,C2-C4,56150.0,13.16,259.34,5157.827,1.031723299e-08,898408.0
93,Substructure,D,-80976.40000000001,-5.64,-144.94,-1582.643,0.0005899141860776,-751815.5
93,Unknown,A1-A3,230.5,0.03,0.7,8.976,-1.073523e-06,2771.8
93,Unknown,A4,2.1,0.0,0.0,0.317,7.09203e-14,29.5
93,Unknown,B4-B5,232.7,0.03,0.7,9.299,-1.073522e-06,2802.5
93,Unknown,C2-C4,0.0,0.0,0.0,0.007,1.425497e-14,1.3
93,Unknown,D,-115.2,0.0,-0.22000000000000003,-3.203,8.16581e-07,-1082.3
94,Interiors - Construction,A1-A3,467525.9,199.87,2608.21,34126.84,0.015944382961880287,6176740.5
94,Interiors - Construction,A4,5906.2,2.06,27.22,904.328,2.02284179937e-10,83834.59999999999
94,Interiors - Construction,B4-B5,139258.0,162.41,810.48,8670.221,0.00298587694823725,1741259.9000000001
94,Interiors - Construction,C2-C4,41376.5,77.25,322.81,1269.252,1.0062295515862001e-09,72472.9
94,Interiors - Construction,D,-119694.79999999999,-21.48,-640.68,-7648.575,0.0003600229466495,-1722843.5
94,Interiors - Finishes,A1-A3,887895.8,394.55,2078.99,32603.886,0.011395718551210198,13390294.9
94,Interiors - Finishes,A4,42126.1,15.53,195.19,6449.823,1.442721567336e-09,597919.9
94,Interiors - Finishes,B4-B5,589184.5,204.14000000000001,2575.6800000000003,36661.225,0.02151162863479306,11931080.3
94,Interiors - Finishes,C2-C4,142685.0,56.41,688.15,12893.891,2.5544699818167e-08,2225584.3
94,Interiors - Finishes,D,-20534.2,-1.71,-46.21,-447.79299999999995,7.281540206074522e-05,-236755.09999999998
94,Shell - Enclosure,A1-A3,1730958.4,478.03000000000003,7115.68,90453.923,0.25394961074478023,18641523.3
94,Shell - Enclosure,A4,29679.8,10.81,137.34,4544.437,1.016520048833e-09,421285.3
94,Shell - Enclosure,B4-B5,460516.6,203.64000000000001,2305.12,28641.66,0.00574117834091809,6883848.7
94,Shell - Enclosure,C2-C4,314021.5,99.63,1088.24,8249.964,4.696795012925581e-05,891783.6
94,Shell - Enclosure,D,-267022.8,-51.48,-1983.94,-19716.889,0.00039824818584748803,-4326634.3
94,Shell - Superstructure,A1-A3,7969459.8,1450.77,26857.69,445758.806,0.0054467140305539,75510523.0
94,Shell - Superstructure,A4,81558.4,30.71,377.87,12487.597,2.79328002706e-09,1157643.3
94,Shell - Superstructure,B4-B5,33416.4,6.530000000000001,120.08000000000001,1764.735,0.0003009811659256,461884.8
94,Shell - Superstructure,C2-C4,764340.6,512.79,4053.94,47767.668,8.4971837716279e-08,7278514.3
94,Shell - Superstructure,D,-788010.8,-80.33,-2013.0,-24140.421,0.006179459210616504,-9720530.0
94,Substructure,A1-A3,462362.6,81.89,1426.24,24785.763,-0.000762434100427,4198215.9
94,Substructure,A4,4157.3,1.55,19.28,636.54,1.4238403210000001e-10,59009.3
94,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
94,Substructure,C2-C4,32513.8,7.61,150.17,2986.725,5.974334876e-09,520237.7
94,Substructure,D,-45295.7,-3.13,-80.8,-871.458,0.0003303211475669,-420392.3
94,Unknown,A1-A3,1069.6,0.24,5.659999999999999,82.647,2.3946231600000002e-05,13431.0
94,Unknown,A4,9.799999999999999,0.0,0.04,1.498,3.3513589e-13,138.9
94,Unknown,B4-B5,6.9,0.0,0.02,0.277,-2.76684e-08,86.0
94,Unknown,C2-C4,5.5,0.0,0.03,0.498,1.001241654e-12,86.9
94,Unknown,D,-180.7,-0.01,-0.35000000000000003,-5.029,1.2783626e-06,-1691.6
95,Interiors - Construction,A1-A3,13583.3,6.680000000000001,62.44,729.147,0.000336614309637126,169481.3
95,Interiors - Construction,A4,147.9,0.03,0.64,22.689,5.07500156742e-12,2103.1
95,Interiors - Construction,B4-B5,6100.7,5.17,28.35,322.115,0.00019895378793381,76528.3
95,Interiors - Construction,C2-C4,448.0,0.77,2.87,18.414,3.8651399917e-12,1518.8
95,Interiors - Construction,D,-7932.900000000001,-0.92,-26.8,-338.843,3.61722905675e-05,-82751.9
95,Interiors - Finishes,A1-A3,6259.3,0.77,10.05,191.48,3.982096547919e-06,102671.1
95,Interiors - Finishes,A4,212.7,0.06,0.99,32.543,7.279119939e-12,3016.7
95,Interiors - Finishes,B4-B5,12859.7,2.0900000000000003,35.980000000000004,710.284,2.5722205333249997e-06,240474.1
95,Interiors - Finishes,C2-C4,947.9000000000001,0.19,4.3,85.28099999999999,1.85187928881e-10,14918.6
95,Interiors - Finishes,D,-85.7,-0.01,-0.21,-2.777,5.264258722781299e-07,-822.9
95,Shell - Enclosure,A1-A3,111663.3,21.25,365.07,6776.137,0.003141321425397883,1310687.4
95,Shell - Enclosure,A4,3544.9,1.27,16.38,542.808,1.21417792343e-10,50320.6
95,Shell - Enclosure,B4-B5,9687.9,3.96,42.98,1350.736,5.0452868356000004e-05,169684.2
95,Shell - Enclosure,C2-C4,6959.5,2.17,32.1,618.588,1.2282603122500001e-09,106964.3
95,Shell - Enclosure,D,-16738.5,-1.4,-52.76,-500.08500000000004,8.6662973110192e-05,-156682.9
95,Shell - Superstructure,A1-A3,70006.9,12.67,334.4,4318.975,0.0007462932241752729,822926.6
95,Shell - Superstructure,A4,921.6,0.35000000000000003,4.27,141.135,3.1569439551e-11,13083.6
95,Shell - Superstructure,B4-B5,3589.7999999999997,0.67,24.94,1187.017,2.304593675825e-05,59759.4
95,Shell - Superstructure,C2-C4,2558.7,0.33000000000000007,6.29,124.73400000000001,2.493967046e-10,21710.9
95,Shell - Superstructure,D,-8040.699999999999,-0.61,-15.490000000000002,-209.289,5.729475917683001e-05,-75231.2
95,Substructure,A1-A3,142732.3,24.56,414.15,7858.156000000001,-0.000137229977546,1181246.0
95,Substructure,A4,1121.3000000000002,0.43,5.1899999999999995,171.69299999999998,3.840499e-11,15916.400000000001
95,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
95,Substructure,C2-C4,23162.6,2.7,53.06,1055.694,2.1115474030000003e-09,183880.3
95,Substructure,D,-7906.0,-0.47,-12.67,-79.438,5.9458225259499996e-05,-72597.6
96,Interiors - Construction,A1-A3,1879.9,1.87,12.15,143.903,3.845725359744e-05,24686.699999999997
96,Interiors - Construction,A4,46.0,0.01,0.18,7.048,1.575896337e-12,652.6
96,Interiors - Construction,B4-B5,1373.5,1.78,9.27,109.684,2.75667981208e-05,18399.899999999998
96,Interiors - Construction,C2-C4,32.6,0.01,0.14,2.9490000000000003,5.9215706912e-12,515.9
96,Interiors - Construction,D,-198.8,0.02,0.5499999999999999,1.9480000000000004,1.983541384e-06,-1719.0
96,Interiors - Finishes,A1-A3,24508.3,14.5,53.64,768.47,0.000190726909192846,383619.3
96,Interiors - Finishes,A4,948.8,0.36,4.38,145.213,3.248214937e-11,13461.2
96,Interiors - Finishes,B4-B5,47337.8,26.84,131.79,1966.234,0.00088991336422413,770760.9
96,Interiors - Finishes,C2-C4,4481.8,1.03,19.0,372.572,7.471212864e-10,65007.1
96,Interiors - Finishes,D,-3928.0,-0.37,-7.949999999999999,-119.95100000000001,3.350087e-06,-53307.4
96,Shell - Enclosure,A1-A3,138050.4,27.62,579.64,6857.025,0.0010852559512582,2058007.3
96,Shell - Enclosure,A4,1389.7,0.49000000000000005,6.43,212.78,4.759558173e-11,19725.3
96,Shell - Enclosure,B4-B5,46249.8,11.950000000000001,188.34,2813.344,0.0001537647557222,648777.0
96,Shell - Enclosure,C2-C4,1726.9,3.24,13.34,175.584,3.11896272889e-10,27179.1
96,Shell - Enclosure,D,-28784.3,-3.0999999999999996,-178.76,-1447.674,9.240351580000001e-06,-273944.2
96,Shell - Superstructure,A1-A3,536325.7,116.12,2164.2,36348.309,0.0076124019717366005,5224618.8
96,Shell - Superstructure,A4,7739.7,2.88,35.92,1185.04,2.65074582371e-10,109857.3
96,Shell - Superstructure,B4-B5,971.9,0.33,4.43,58.436,4.8976723000000003e-08,13591.7
96,Shell - Superstructure,C2-C4,145699.2,156.61,755.0600000000001,5678.455,8.73537525518e-09,733487.9
96,Shell - Superstructure,D,-27359.7,-5.98,-153.64,-1620.8780000000002,0.0002857038237,-699522.8
96,Unknown,A1-A3,8553.9,2.67,40.370000000000005,543.375,0.00027084881098762,118770.0
96,Unknown,A4,123.60000000000001,0.04,0.5700000000000001,18.915000000000003,4.230605422e-12,1753.3
96,Unknown,B4-B5,22.0,0.01,0.11,1.29,3.822839736e-07,412.8
96,Unknown,C2-C4,422.0,0.1,1.9200000000000002,37.969,7.62251446208e-11,6641.3
96,Unknown,D,-749.4999999999999,-0.05,-1.51,-21.337,5.20725742e-06,-7041.7
97,Interiors - Construction,A1-A3,594317.0,150.18,2442.14,32867.787000000004,0.00920085048973598,7052833.9
97,Interiors - Construction,A4,7391.4,2.58,33.99,1131.72,2.531468562258e-10,104912.5
97,Interiors - Construction,B4-B5,44020.200000000004,71.11,330.27000000000004,2848.875,0.00143674718567387,478215.5
97,Interiors - Construction,C2-C4,15858.0,30.53,128.26,656.649,7.617538607452e-10,61894.5
97,Interiors - Construction,D,-320085.1,-30.51,-800.57,-10695.738,0.002033320119461611,-3218778.1
97,Interiors - Finishes,A1-A3,951830.9,467.05,1966.18,29999.427,0.003866434193077078,14516413.7
97,Interiors - Finishes,A4,37092.9,13.49,171.77,5679.25,1.270358107376e-09,526485.5
97,Interiors - Finishes,B4-B5,1382669.2,646.08,3530.18,58637.985,0.011854043831266741,21807095.4
97,Interiors - Finishes,C2-C4,152297.3,44.27,693.43,13418.603,3.7613046624253e-08,2334414.9
97,Interiors - Finishes,D,-40840.4,-3.96,-82.45,-1197.674,1.5209880356694e-05,-567119.9
97,Shell - Enclosure,A1-A3,1877123.5999999999,303.89,5252.85,63425.395,0.6009998567526272,14936544.8
97,Shell - Enclosure,A4,12796.0,4.47,58.97,1958.982,4.3819298773e-10,181605.6
97,Shell - Enclosure,B4-B5,442509.2,118.99,2018.81,30747.465,0.000132405534951201,7674527.0
97,Shell - Enclosure,C2-C4,139478.3,15.26,69.8,1008.141,0.00012042670394384248,156549.0
97,Shell - Enclosure,D,-402574.6,-40.04,-2134.68,-18004.051,0.0007636663265044982,-3802147.3
97,Shell - Superstructure,A1-A3,8103860.600000001,1532.79,25748.170000000002,459267.97599999997,-0.0067725833066894555,78586128.7
97,Shell - Superstructure,A4,83212.2,31.32,385.53999999999996,12740.898000000001,2.849939361092e-09,1181123.5999999999
97,Shell - Superstructure,B4-B5,40599.2,9.84,232.21,2302.12,8.540527774e-05,472741.80000000005
97,Shell - Superstructure,C2-C4,748758.1,180.29999999999998,3436.2,66182.14199999999,1.31509618996127e-07,11440846.4
97,Shell - Superstructure,D,-796745.6,-56.599999999999994,-1645.68,-15348.462,0.005608578132828465,-7642027.3
97,Substructure,A1-A3,394644.7,71.72,1130.51,20563.026,-0.0004820844764413,3473863.0
97,Substructure,A4,3174.6,1.18,14.719999999999999,486.059,1.087238366e-10,45059.3
97,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
97,Substructure,C2-C4,28805.5,6.7299999999999995,133.06,2646.5679999999998,5.2936961277e-09,460981.5
97,Substructure,D,-28279.5,-1.86,-48.35,-437.754,0.0002088666941603,-261323.1
97,Unknown,A1-A3,1548.0,0.88,9.65,72.462,3.9074982228000004e-05,23656.3
97,Unknown,A4,17.0,0.0,0.08,2.591,5.79914201e-13,240.2
97,Unknown,B4-B5,1463.7,0.92,9.25,69.531,2.9350650008000003e-05,22630.5
97,Unknown,C2-C4,7.6,0.04,0.12,1.001,1.3966528005e-12,121.6
97,Unknown,D,-581.9,-0.13,-4.75,-52.322,-3.2276242563e-06,-7218.9
98,Interiors - Construction,A1-A3,44001.1,16.78,201.23,2483.909,0.00068755482049446,576931.0
98,Interiors - Construction,A4,647.6,0.15,2.93,99.17099999999999,2.2183048604e-11,9193.4
98,Interiors - Construction,B4-B5,17640.7,16.01,103.66,1029.166,0.000260239008057,228168.80000000002
98,Interiors - Construction,C2-C4,3288.6,5.7,24.22,107.956,9.088989098e-11,7454.4
98,Interiors - Construction,D,-17940.5,-1.8900000000000001,-53.46,-677.822,0.00010452189509866,-192731.3
98,Interiors - Finishes,A1-A3,58046.1,21.82,166.43,2785.2690000000002,0.000855489050732221,867865.7
98,Interiors - Finishes,A4,2312.4,0.83,14.82,420.436,7.8089553604e-11,32592.5
98,Interiors - Finishes,B4-B5,91397.2,37.44,304.71,5201.6630000000005,0.00155154752610518,1550272.0
98,Interiors - Finishes,C2-C4,9554.9,3.18,41.9,630.733,1.901535772514e-09,102126.5
98,Interiors - Finishes,D,-1037.8,-0.28,-6.779999999999999,-78.083,8.5805183650176e-06,-32627.1
98,Shell - Enclosure,A1-A3,188086.0,41.6,673.89,10659.796,0.000632576622356365,2212967.1
98,Shell - Enclosure,A4,3371.1,1.16,15.55,516.298,1.15487831877e-10,47862.3
98,Shell - Enclosure,B4-B5,32824.799999999996,10.59,199.77999999999997,2876.944,3.489949706191e-05,556058.8
98,Shell - Enclosure,C2-C4,22262.8,7.47,100.38000000000001,1474.638,2.744970879277e-09,236597.9
98,Shell - Enclosure,D,-5746.799999999999,-0.9600000000000001,-28.0,-235.56199999999998,4.3403294692199e-05,-109641.7
98,Shell - Superstructure,A1-A3,513031.6,97.88,2251.25,27311.263,0.003137720652919792,5480128.4
98,Shell - Superstructure,A4,7628.6,2.78,35.32,1168.078,2.61280006924e-10,108284.7
98,Shell - Superstructure,B4-B5,18132.1,13.59,110.5,1188.531,8.668874011122e-05,202572.5
98,Shell - Superstructure,C2-C4,52501.2,49.2,313.40000000000003,3309.0009999999997,5.752835399178e-09,491608.10000000003
98,Shell - Superstructure,D,-26153.800000000003,-3.67,-98.08,-1037.128,0.00019850258561730002,-415791.9
98,Substructure,A1-A3,121904.90000000001,23.169999999999998,359.62,6650.269,-0.00015461677575600002,1100448.4
98,Substructure,A4,1254.5,0.47000000000000003,5.8,192.078,4.2964577e-11,17806.3
98,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
98,Substructure,C2-C4,12809.6,3.0,59.16,1177.062,2.354295665e-09,205019.5
98,Substructure,D,-8913.1,-0.51,-14.31,-91.346,6.69884574958e-05,-81865.3
98,Unknown,A1-A3,805.2,0.49,5.59,56.602000000000004,1.4273019522261e-05,10343.2
98,Unknown,A4,9.3,0.0,0.04,1.442,3.225248749e-13,133.6
98,Unknown,B4-B5,634.9,0.5,4.43,45.957,1.4243628944330001e-05,7177.6
98,Unknown,C2-C4,140.8,0.05,0.56,2.8379999999999996,2.3047122072e-12,157.6
98,Unknown,D,-301.9,-0.07,-2.65,-26.52,-1.0690873390960002e-06,-4409.8
99,Interiors - Construction,A1-A3,40117.3,10.360000000000001,143.47,2426.8399999999997,7.090403199999999e-05,459911.2
99,Interiors - Construction,A4,1063.2,0.85,6.0600000000000005,171.76999999999998,0.000283852,30234.1
99,Interiors - Construction,B4-B5,1339.4,3.8400000000000003,4.39,52.86,1.488e-05,2299.4
99,Interiors - Construction,C2-C4,1531.4,0.79,74.63,6.816,0.0002184372,2938.9
99,Interiors - Finishes,A1-A3,327.8,0.11,1.06,23.94,4.4e-07,5840.8
99,Interiors - Finishes,A4,7.0,0.01,0.04,1.12,1.8e-06,198.0
99,Interiors - Finishes,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
99,Interiors - Finishes,C2-C4,23.099999999999998,0.01,1.49,0.046,4.1e-06,59.7
99,Shell - Enclosure,A1-A3,33310.8,62.059999999999995,164.54000000000002,2140.119,0.002469101900015,141324.7
99,Shell - Enclosure,A4,665.0,0.47000000000000003,1.79,38.756,0.00015367480000000002,12373.4
99,Shell - Enclosure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
99,Shell - Enclosure,C2-C4,15157.0,6.7,27.63,142.179,0.00056427689,3084.6
99,Shell - Superstructure,A1-A3,41334.4,9.35,157.2,2219.89,0.00019264100000000001,278810.5
99,Shell - Superstructure,A4,897.0,0.68,3.73,97.68,0.00022380000000000002,21010.6
99,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
99,Shell - Superstructure,C2-C4,1254.8999999999999,0.46,79.18,3.94,0.00022051999999999998,3775.8
99,Substructure,A1-A3,20445.9,26.8,79.71,1721.35,0.00068,135500.0
99,Substructure,A4,4069.2,2.79,5.57,50.08,0.00091,57908.2
99,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
100,Interiors - Construction,A1-A3,231842.3,90.03,1108.83,13430.615,0.004283824690556733,2854118.8
100,Interiors - Construction,A4,2979.0,1.07,13.83,456.164,1.02036969173e-10,42288.1
100,Interiors - Construction,B4-B5,81520.8,57.51,445.40999999999997,5343.819,0.001919403407945415,1072480.0
100,Interiors - Construction,C2-C4,3611.7,5.260000000000001,23.0,279.117,4.216482567697e-10,39578.2
100,Interiors - Construction,D,-125570.8,-13.75,-394.61,-4953.905,0.000606961509499,-1248828.8
100,Interiors - Finishes,A1-A3,970870.3,179.37,4012.0299999999993,44021.708,0.01077436518530919,13371834.5
100,Interiors - Finishes,A4,15452.9,5.64,71.52,2366.082,5.2925634441e-10,219343.1
100,Interiors - Finishes,B4-B5,893402.2,229.45,3051.34,52243.787000000004,0.0115573204260384,15813273.6
100,Interiors - Finishes,C2-C4,57886.9,15.09,263.76,5127.59,1.0504559201381e-08,893766.1
100,Interiors - Finishes,D,-246310.7,-25.22,-1444.99,-11645.033,0.00022615659370999998,-2353023.6
100,Shell - Enclosure,A1-A3,5254246.9,795.3199999999999,8668.04,97195.055,2.5835788308050556,24652742.6
100,Shell - Enclosure,A4,21724.399999999998,8.08,100.55,3326.203,7.4401896344e-10,308350.5
100,Shell - Enclosure,B4-B5,404214.6,106.12,2254.47,31424.503,0.01781977809639965,5954076.7
100,Shell - Enclosure,C2-C4,609719.2,12.74,104.4,2022.591,0.0005869225892612076,265103.6
100,Shell - Enclosure,D,-400300.7,-37.8,-1839.49,-16407.719,0.0007948979217190574,-3780305.5
100,Shell - Superstructure,A1-A3,8442887.2,1609.82,41644.36,537966.2339999999,0.1153683470808532,90497060.5
100,Shell - Superstructure,A4,83690.5,31.43,387.76,12814.213,2.8663375375045e-09,1187920.5
100,Shell - Superstructure,B4-B5,85482.0,95.75,675.5600000000001,6311.263,0.00033123062094036,844571.2999999999
100,Shell - Superstructure,C2-C4,613834.1,155.35999999999999,1797.47,30659.686999999998,5.9947827466844e-08,5205238.3
100,Shell - Superstructure,D,-531695.8,-43.71,-1154.21,-13422.854,0.00383502190511913,-5421242.0
100,Substructure,A1-A3,1157766.1,184.19,3023.0,56419.172,9.40052410484e-05,11159171.9
100,Substructure,A4,17334.3,6.53,80.33,2654.133,5.936871581000001e-10,246047.2
100,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
100,Substructure,C2-C4,174547.19999999998,20.83,411.73,8188.082,1.638120969e-08,1426291.0
100,Substructure,D,263578.6,22.22,537.2,8350.759,-0.00183721407523,2477995.1999999997
101,Interiors - Construction,A1-A3,21283.2,14.57,140.69,1245.9279999999999,0.0008710000009400001,188028.6
101,Interiors - Construction,A4,339.1,0.26,1.94,54.760000000000005,8.949e-05,9639.6
101,Interiors - Construction,B4-B5,3.5,0.0,0.02,0.26,8.3e-07,83.7
101,Interiors - Construction,C2-C4,1594.6,1.47,4.6,80.0,0.00011844000000000001,11711.400000000001
101,Interiors - Finishes,A1-A3,21107.1,9.42,94.84,1769.52,0.0003821234872,11555029.5
101,Interiors - Finishes,A4,439.3,0.33,2.5,70.019,0.000114644,12467.4
101,Interiors - Finishes,B4-B5,33476.9,7.12,94.83,1348.3799999999999,0.00027654,22958537.700000003
101,Interiors - Finishes,C2-C4,893.6999999999999,3.38,6.01,71.765,6.0622e-05,6006.4
101,Shell - Enclosure,A1-A3,37650.899999999994,8.17,955.27,2420.48,2.012429e-05,152747.59999999998
101,Shell - Enclosure,A4,159.0,0.13,0.9,25.646,4.2069999999999995e-05,4515.400000000001
101,Shell - Enclosure,B4-B5,9457.0,4.87,36.66,826.92,0.00010253,106523.09999999999
101,Shell - Enclosure,C2-C4,622.4,0.48,1.55,27.928,3.72952e-05,4151.2
101,Shell - Superstructure,A1-A3,4861.6,6.04,15.68,329.74,0.000142,29842.2
101,Shell - Superstructure,A4,761.6,0.52,1.04,9.38,0.00017,10837.8
101,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
101,Shell - Superstructure,C2-C4,28.8,0.04,0.14,0.016,1.68e-05,1426.0
102,Interiors - Construction,A1-A3,79421.5,31.15,344.84,4346.272,0.00128647714525365,950776.9
102,Interiors - Construction,A4,1082.2,0.38,4.98,165.733,3.7072250774e-11,15363.9
102,Interiors - Construction,B4-B5,17066.9,20.26,92.78,967.458,0.0003808942815883,214639.6
102,Interiors - Construction,C2-C4,2160.4,3.78,15.78,112.663,1.25810650046e-10,13010.8
102,Interiors - Construction,D,-39290.8,-3.5700000000000003,-91.02,-1239.98,0.0002621730991,-391232.5
102,Interiors - Finishes,A1-A3,152419.6,49.65,520.82,5959.605,0.001306723773897544,2286591.7
102,Interiors - Finishes,A4,5133.6,1.8499999999999999,23.77,785.9459999999999,1.75804938252e-10,72860.2
102,Interiors - Finishes,B4-B5,245281.7,123.66,791.54,10927.753,0.004966688698971656,4115889.4
102,Interiors - Finishes,C2-C4,12067.9,3.13,49.1,945.112,6.616607341326e-09,164422.4
102,Interiors - Finishes,D,-38991.5,-3.81,-144.94,-1462.3500000000001,5.8991689109e-05,-442716.8
102,Shell - Enclosure,A1-A3,984200.7,167.49,1835.78,22441.784,0.4031861049389503,5890797.5
102,Shell - Enclosure,A4,11584.0,4.2700000000000005,53.660000000000004,1773.704,3.96750366802e-10,164428.3
102,Shell - Enclosure,B4-B5,73425.1,20.330000000000002,361.5,4704.405,0.00019092917075281,1427144.4
102,Shell - Enclosure,C2-C4,120002.8,7.8100000000000005,117.55,2315.79,9.968200123953824e-05,380529.2
102,Shell - Enclosure,D,-43020.2,-4.84,-283.75,-2149.466,-0.0001410612820513772,-424264.3
102,Shell - Superstructure,A1-A3,2212957.2,417.97,10506.32,138937.122,0.02831423402741376,23344164.8
102,Shell - Superstructure,A4,21751.0,8.040000000000001,100.78,3330.3269999999998,7.44940855991e-10,308731.8
102,Shell - Superstructure,B4-B5,8059.4,1.45,30.58,468.811,8.812612090544e-05,92644.9
102,Shell - Superstructure,C2-C4,174381.6,22.18,440.57,8755.325,1.7522361339996e-08,1525774.9
102,Shell - Superstructure,D,-120301.2,-8.58,-219.5,-2418.033,0.0008729252506367,-1118468.8
102,Substructure,A1-A3,849325.4,135.62,2217.38,41544.904,6.76462977414e-05,8165326.4
